u_in,u_hat, u_tilde,Absolute Time
0.580043,0.571504,0.008539,3571913569.330851
0.580043,0.571524,0.008518,3571913569.340851
0.580043,0.571545,0.008498,3571913569.350852
0.580043,0.571565,0.008478,3571913569.360852
0.580043,0.571585,0.008458,3571913569.370852
0.580043,0.571606,0.008437,3571913569.380848
0.580043,0.571626,0.008417,3571913569.390853
0.580043,0.571646,0.008397,3571913569.400853
0.580043,0.571666,0.008377,3571913569.410851
0.580043,0.571686,0.008357,3571913569.420854
0.580043,0.571706,0.008337,3571913569.430854
0.580043,0.571726,0.008317,3571913569.440853
0.580043,0.571746,0.008297,3571913569.450854
0.580043,0.571765,0.008278,3571913569.460854
0.580043,0.571785,0.008258,3571913569.470854
0.580043,0.571805,0.008238,3571913569.480851
0.580043,0.571825,0.008218,3571913569.490856
0.580043,0.237692,0.342351,3571913569.500856
0.580043,0.572325,0.007718,3571913569.510856
0.580043,0.572343,0.007700,3571913569.520856
0.580043,0.572362,0.007681,3571913569.530857
0.580043,0.572380,0.007663,3571913569.540857
0.580043,0.572398,0.007644,3571913569.550858
0.580043,0.572417,0.007626,3571913569.560858
0.580043,0.572435,0.007608,3571913569.570858
0.580043,0.572453,0.007590,3571913569.580854
0.580043,0.572471,0.007572,3571913569.590858
0.580043,0.572489,0.007554,3571913569.600858
0.580043,0.572507,0.007535,3571913569.610858
0.580043,0.572525,0.007517,3571913569.620860
0.580043,0.572543,0.007499,3571913569.630860
0.580043,0.572561,0.007482,3571913569.640859
0.580043,0.572579,0.007464,3571913569.650860
0.580043,0.572597,0.007446,3571913569.660861
0.580043,0.572615,0.007428,3571913569.670861
0.580043,0.572633,0.007410,3571913569.680857
0.580043,0.572650,0.007392,3571913569.690862
0.580043,0.934089,-0.354046,3571913569.700861
0.580043,0.571142,0.008901,3571913569.710861
0.580043,0.571163,0.008880,3571913569.720862
0.580043,0.571184,0.008859,3571913569.730863
0.580043,0.571205,0.008838,3571913569.740863
0.580043,0.571226,0.008817,3571913569.750863
0.580043,0.571247,0.008796,3571913569.760864
0.580043,0.571268,0.008775,3571913569.770864
0.580043,0.571289,0.008754,3571913569.780860
0.580043,0.571310,0.008733,3571913569.790865
0.580043,0.571331,0.008712,3571913569.800864
